DATE,CLOSE,TICKER,OPEN,HIGH,LOW,VOLUME
19/10/2017,828.93,VNIndex,828.89,831.61,825.50,143640120.0
18/10/2017,827.72,VNIndex,829.43,831.15,826.72,183072810.0
17/10/2017,828.29,VNIndex,819.51,828.29,819.43,162264680.0
16/10/2017,819.43,VNIndex,821.54,823.85,819.43,149580780.0
13/10/2017,820.95,VNIndex,814.60,820.95,814.20,141204400.0
12/10/2017,815.87,VNIndex,814.43,818.44,813.72,136859420.0
11/10/2017,813.95,VNIndex,811.20,815.11,811.20,162513710.0
10/10/2017,810.65,VNIndex,808.43,810.65,806.30,138184800.0
09/10/2017,808.96,VNIndex,809.61,810.75,806.78,129146140.0
06/10/2017,807.80,VNIndex,805.70,808.13,803.81,119935950.0
05/10/2017,805.23,VNIndex,806.56,810.54,805.22,139251920.0
04/10/2017,805.66,VNIndex,797.39,805.66,797.00,109372380.0
03/10/2017,798.00,VNIndex,803.98,804.39,795.05,148218410.0
02/10/2017,802.23,VNIndex,805.29,808.09,801.70,101196300.0
29/09/2017,804.42,VNIndex,805.07,808.77,804.42,124224690.0
28/09/2017,804.82,VNIndex,803.10,810.35,803.10,161949260.0
27/09/2017,803.77,VNIndex,803.32,805.04,801.74,142029330.0
26/09/2017,805.35,VNIndex,806.40,806.84,801.66,155559280.0
25/09/2017,805.58,VNIndex,806.90,807.64,802.23,126085700.0
22/09/2017,807.13,VNIndex,805.15,808.16,803.94,150381610.0
21/09/2017,803.93,VNIndex,805.29,806.52,802.60,130767410.0
20/09/2017,805.86,VNIndex,806.88,807.51,803.33,137443940.0
19/09/2017,805.93,VNIndex,807.41,810.13,805.87,160487610.0
18/09/2017,807.87,VNIndex,808.51,809.39,805.37,167579320.0
15/09/2017,805.82,VNIndex,803.35,805.82,802.08,142760690.0
14/09/2017,806.32,VNIndex,803.34,807.29,803.23,139352800.0
13/09/2017,802.78,VNIndex,802.85,804.38,800.39,139692830.0
12/09/2017,799.94,VNIndex,795.53,801.01,794.88,133449030.0
11/09/2017,797.47,VNIndex,801.20,805.44,797.47,138929970.0
08/09/2017,801.20,VNIndex,797.98,802.90,797.82,122071810.0
07/09/2017,796.72,VNIndex,793.61,798.58,792.77,143540810.0
06/09/2017,793.55,VNIndex,792.16,793.82,788.89,144147770.0
05/09/2017,792.31,VNIndex,790.26,794.46,787.80,153091050.0
01/09/2017,788.73,VNIndex,784.42,789.19,784.18,137914410.0
31/08/2017,782.76,VNIndex,779.19,785.78,778.19,191640520.0
30/08/2017,778.65,VNIndex,774.31,778.65,773.85,193496470.0
29/08/2017,774.03,VNIndex,773.91,777.11,773.87,255981300.0
28/08/2017,777.26,VNIndex,771.81,777.26,770.51,240572610.0
25/08/2017,771.63,VNIndex,769.07,771.63,768.57,218265430.0
24/08/2017,769.77,VNIndex,766.48,771.65,764.64,208905050.0
23/08/2017,765.98,VNIndex,762.42,765.98,759.01,152531930.0
22/08/2017,761.26,VNIndex,768.20,768.44,760.30,145570650.0
21/08/2017,768.79,VNIndex,767.42,769.71,765.95,152284410.0
18/08/2017,768.97,VNIndex,762.82,770.79,762.46,162337400.0
17/08/2017,767.59,VNIndex,773.48,774.47,767.59,220817310.0
16/08/2017,773.57,VNIndex,771.10,773.57,766.80,156131920.0
15/08/2017,771.06,VNIndex,776.64,776.83,770.09,145550720.0
14/08/2017,776.17,VNIndex,770.65,776.42,770.65,159668260.0
11/08/2017,772.08,VNIndex,771.86,774.31,769.14,156752670.0
10/08/2017,773.43,VNIndex,769.58,776.77,769.58,178275390.0
09/08/2017,773.66,VNIndex,789.15,789.15,773.66,292795000.0
08/08/2017,791.57,VNIndex,795.80,796.62,789.84,213526640.0
07/08/2017,792.98,VNIndex,789.41,796.09,788.66,210236060.0
04/08/2017,788.68,VNIndex,789.46,790.12,786.09,189688130.0
03/08/2017,788.49,VNIndex,786.19,790.82,786.19,195378820.0
02/08/2017,786.23,VNIndex,783.45,788.97,779.81,194673150.0
01/08/2017,786.81,VNIndex,784.44,787.68,784.15,201082610.0
31/07/2017,783.55,VNIndex,777.54,783.58,776.72,258874940.0
28/07/2017,777.09,VNIndex,771.21,777.09,770.82,177186920.0
27/07/2017,771.50,VNIndex,773.21,774.97,770.30,191436360.0
26/07/2017,773.88,VNIndex,769.35,773.88,764.92,188632680.0
25/07/2017,767.27,VNIndex,757.43,767.27,757.35,139582860.0
24/07/2017,759.74,VNIndex,759.97,761.64,753.82,146939630.0
21/07/2017,761.86,VNIndex,768.90,770.43,761.86,162474290.0
20/07/2017,768.41,VNIndex,768.56,768.56,763.55,172385410.0
19/07/2017,771.30,VNIndex,771.33,774.12,770.18,205221170.0
18/07/2017,767.49,VNIndex,766.88,770.37,762.68,201070890.0
17/07/2017,768.91,VNIndex,777.70,778.30,766.47,225823120.0
14/07/2017,777.60,VNIndex,779.72,780.65,776.88,189794180.0
13/07/2017,778.30,VNIndex,777.12,778.30,773.85,183216330.0
12/07/2017,774.17,VNIndex,772.60,775.08,769.83,163777890.0
11/07/2017,769.36,VNIndex,766.56,769.36,761.57,198964720.0
10/07/2017,766.56,VNIndex,775.85,775.85,764.43,207350440.0
07/07/2017,775.73,VNIndex,783.73,783.81,775.73,237199480.0
06/07/2017,782.65,VNIndex,780.50,782.77,779.99,217291680.0
05/07/2017,778.32,VNIndex,775.85,778.32,773.81,202611490.0
04/07/2017,775.54,VNIndex,779.15,779.15,772.90,210154270.0
03/07/2017,778.88,VNIndex,777.20,780.01,775.53,184646110.0
30/06/2017,776.47,VNIndex,773.46,776.50,773.46,174259020.0
29/06/2017,771.75,VNIndex,771.26,773.08,769.89,198168950.0
28/06/2017,769.04,VNIndex,766.82,769.04,762.78,183664140.0
27/06/2017,767.51,VNIndex,773.15,773.40,767.19,217431160.0
26/06/2017,772.52,VNIndex,770.50,773.14,769.73,212474720.0
23/06/2017,769.01,VNIndex,765.66,769.01,763.64,212981550.0
22/06/2017,766.30,VNIndex,768.41,769.99,766.30,195187930.0
21/06/2017,767.41,VNIndex,765.71,767.83,758.90,192993090.0
20/06/2017,767.99,VNIndex,767.59,768.29,764.42,174082870.0
19/06/2017,766.83,VNIndex,763.75,766.83,762.33,178804100.0
16/06/2017,761.24,VNIndex,761.75,762.43,759.98,197513460.0
15/06/2017,760.57,VNIndex,760.38,762.98,758.17,167145290.0
14/06/2017,760.77,VNIndex,758.26,761.70,756.82,171867720.0
13/06/2017,756.89,VNIndex,752.35,756.89,750.10,161472560.0
12/06/2017,751.09,VNIndex,751.33,753.41,749.00,168761640.0
09/06/2017,749.72,VNIndex,749.46,752.01,749.04,170501090.0
08/06/2017,750.13,VNIndex,751.70,751.96,748.91,177252320.0
07/06/2017,753.46,VNIndex,752.75,754.92,751.65,192345690.0
06/06/2017,751.31,VNIndex,743.99,751.31,743.99,170947990.0
05/06/2017,743.49,VNIndex,739.13,745.14,738.35,157936290.0
02/06/2017,738.81,VNIndex,741.48,742.11,736.09,158389700.0
01/06/2017,741.80,VNIndex,739.45,742.23,738.71,136773790.0
31/05/2017,737.82,VNIndex,738.91,741.93,735.39,186925620.0
30/05/2017,738.21,VNIndex,747.07,747.43,738.21,243929050.0
29/05/2017,746.25,VNIndex,746.08,748.06,745.31,238391340.0
26/05/2017,743.41,VNIndex,741.40,743.46,740.60,182563920.0
25/05/2017,741.91,VNIndex,744.24,746.48,740.89,192545970.0
24/05/2017,742.74,VNIndex,739.91,744.27,737.30,199021090.0
23/05/2017,740.93,VNIndex,744.32,746.18,740.28,259818180.0
22/05/2017,744.10,VNIndex,738.63,746.87,738.63,239413730.0
19/05/2017,733.82,VNIndex,727.61,733.82,726.79,206013150.0
18/05/2017,726.99,VNIndex,723.80,729.00,723.80,207715300.0
17/05/2017,727.20,VNIndex,724.01,728.01,722.81,198418941.0
16/05/2017,725.03,VNIndex,725.84,727.86,725.03,284360815.0
15/05/2017,725.35,VNIndex,725.25,726.19,723.18,225204780.0
12/05/2017,725.37,VNIndex,724.63,726.40,724.41,176373637.0
11/05/2017,724.99,VNIndex,724.84,726.82,723.39,184549470.0
10/05/2017,724.31,VNIndex,721.94,727.52,721.81,207090219.0
09/05/2017,722.11,VNIndex,717.55,722.11,716.95,208726890.0
08/05/2017,718.86,VNIndex,720.61,720.61,717.98,200765930.0
05/05/2017,720.00,VNIndex,720.39,721.65,719.86,179559890.0
04/05/2017,722.02,VNIndex,717.98,723.22,717.98,199862840.0
03/05/2017,719.54,VNIndex,718.70,719.54,716.66,169302120.0
28/04/2017,717.73,VNIndex,715.90,718.54,713.83,175317340.0
27/04/2017,716.53,VNIndex,711.74,716.53,711.38,163516320.0
26/04/2017,710.04,VNIndex,706.36,710.04,706.32,134367260.0
25/04/2017,707.58,VNIndex,709.00,709.81,706.04,117943390.0
24/04/2017,709.39,VNIndex,711.60,712.77,709.39,129826020.0
21/04/2017,712.41,VNIndex,712.77,715.08,711.08,132811530.0
20/04/2017,712.66,VNIndex,716.76,716.76,712.66,125260980.0
19/04/2017,716.77,VNIndex,714.87,716.77,714.02,142094700.0
18/04/2017,714.93,VNIndex,708.64,714.93,705.55,156906940.0
17/04/2017,710.83,VNIndex,718.93,721.78,710.83,154510130.0
14/04/2017,718.45,VNIndex,722.47,722.96,714.13,183224860.0
13/04/2017,724.35,VNIndex,725.54,727.34,723.88,168105900.0
12/04/2017,725.58,VNIndex,731.62,732.87,724.48,213521570.0
11/04/2017,731.33,VNIndex,730.15,732.24,730.15,197010310.0
10/04/2017,729.87,VNIndex,728.71,730.90,727.77,144425190.0
07/04/2017,727.95,VNIndex,721.85,727.95,720.28,189771920.0
05/04/2017,723.22,VNIndex,724.89,726.03,722.49,196707340.0
04/04/2017,724.14,VNIndex,723.70,724.67,722.79,187134630.0
03/04/2017,722.38,VNIndex,723.02,724.37,721.58,177623170.0
31/03/2017,722.31,VNIndex,725.97,726.67,722.31,181949340.0
30/03/2017,723.86,VNIndex,721.87,725.91,721.87,180388070.0
29/03/2017,720.47,VNIndex,719.08,721.92,718.37,172783250.0
28/03/2017,719.26,VNIndex,724.37,725.00,718.66,186623970.0
27/03/2017,723.52,VNIndex,723.23,725.57,721.41,207369580.0
24/03/2017,722.14,VNIndex,722.42,724.36,719.95,200241730.0
23/03/2017,719.56,VNIndex,712.61,719.56,712.61,176869560.0
22/03/2017,712.94,VNIndex,715.78,720.68,712.94,254610300.0
21/03/2017,716.18,VNIndex,717.03,718.80,714.78,201545030.0
20/03/2017,715.07,VNIndex,711.44,717.54,711.44,158390700.0
17/03/2017,710.54,VNIndex,715.82,717.10,710.54,235368860.0
16/03/2017,714.92,VNIndex,712.56,715.03,710.66,162314460.0
15/03/2017,713.14,VNIndex,715.63,716.49,713.14,129782600.0
14/03/2017,714.71,VNIndex,709.90,716.49,709.29,125968160.0
13/03/2017,710.17,VNIndex,711.93,712.63,707.63,128790790.0
10/03/2017,712.21,VNIndex,715.85,716.81,712.21,185800020.0
09/03/2017,715.80,VNIndex,715.86,718.23,714.96,185884380.0
08/03/2017,716.60,VNIndex,715.04,718.78,713.89,162940400.0
07/03/2017,716.54,VNIndex,716.46,716.95,714.27,176411640.0
06/03/2017,716.29,VNIndex,714.61,718.04,714.01,156471030.0
03/03/2017,712.62,VNIndex,708.23,712.62,705.83,163479620.0
02/03/2017,707.51,VNIndex,712.68,713.53,707.51,164954330.0
01/03/2017,709.52,VNIndex,710.70,712.49,705.79,211022340.0
28/02/2017,710.79,VNIndex,718.24,719.14,710.79,183667860.0
27/02/2017,717.44,VNIndex,711.70,718.37,711.70,176837600.0
24/02/2017,714.47,VNIndex,716.35,717.94,713.70,231146780.0
23/02/2017,716.87,VNIndex,717.49,719.58,712.36,211235150.0
22/02/2017,717.24,VNIndex,717.77,719.09,715.36,213358850.0
21/02/2017,716.55,VNIndex,711.49,718.06,711.49,198966880.0
20/02/2017,710.59,VNIndex,705.72,711.40,704.41,186577070.0
17/02/2017,707.83,VNIndex,709.52,710.21,705.84,158563960.0
16/02/2017,709.35,VNIndex,712.61,717.57,709.35,189608500.0
15/02/2017,711.57,VNIndex,706.84,711.73,706.84,152178230.0
14/02/2017,706.26,VNIndex,706.41,707.32,703.85,169469810.0
13/02/2017,705.90,VNIndex,704.61,706.47,703.58,158112440.0
10/02/2017,703.78,VNIndex,701.15,704.08,701.15,129049870.0
09/02/2017,700.65,VNIndex,700.93,702.64,700.21,138329170.0
08/02/2017,702.04,VNIndex,702.67,702.77,700.47,131301380.0
07/02/2017,701.91,VNIndex,699.99,703.30,698.99,151064680.0
06/02/2017,700.04,VNIndex,702.02,702.02,696.92,115790760.0
03/02/2017,700.35,VNIndex,704.69,708.10,700.09,119246940.0
02/02/2017,703.18,VNIndex,699.80,703.20,697.71,82117060.00
25/01/2017,697.28,VNIndex,693.07,697.28,691.19,89267610.00
24/01/2017,691.36,VNIndex,687.08,692.75,687.08,92470490.00
23/01/2017,687.15,VNIndex,687.83,689.47,686.46,75819770.00
20/01/2017,686.26,VNIndex,684.05,688.42,684.05,80002540.00
19/01/2017,682.31,VNIndex,683.02,684.19,680.80,69116870.00
18/01/2017,683.28,VNIndex,683.74,688.07,683.28,84747660.00
17/01/2017,684.71,VNIndex,678.83,684.73,678.83,94123250.00
16/01/2017,677.94,VNIndex,684.62,684.82,677.85,76123340.00
13/01/2017,685.06,VNIndex,686.58,688.62,685.06,82155530.00
12/01/2017,686.96,VNIndex,688.71,688.99,685.59,102618890.0
11/01/2017,687.16,VNIndex,680.85,687.16,680.85,96461920.00
10/01/2017,681.07,VNIndex,682.77,683.02,680.76,78938330.00
09/01/2017,682.57,VNIndex,681.74,684.88,681.74,88221600.00
06/01/2017,679.80,VNIndex,675.35,683.76,675.22,111701460.0
05/01/2017,675.81,VNIndex,674.82,675.92,673.31,93164371.00
04/01/2017,674.70,VNIndex,672.58,675.93,672.21,92285170.00
03/01/2017,672.01,VNIndex,665.92,672.34,665.43,79722650.00
30/12/2016,664.87,VNIndex,664.17,665.49,663.39,90082950.00
29/12/2016,664.72,VNIndex,666.43,666.43,663.95,99258510.00
28/12/2016,663.50,VNIndex,665.90,666.64,661.80,101515350.0
27/12/2016,663.86,VNIndex,662.66,665.50,661.41,95593140.00
26/12/2016,662.45,VNIndex,665.67,665.73,662.09,67252060.00
23/12/2016,664.37,VNIndex,663.75,664.37,659.18,72131790.00
22/12/2016,664.15,VNIndex,669.01,669.95,663.70,86318960.00
21/12/2016,666.94,VNIndex,662.36,667.06,657.40,82463680.00
20/12/2016,662.66,VNIndex,673.93,674.28,662.66,92619080.00
19/12/2016,674.33,VNIndex,673.98,679.90,673.88,107085610.0
16/12/2016,675.16,VNIndex,670.43,675.19,668.30,155852900.0
15/12/2016,665.92,VNIndex,668.07,668.07,664.08,107135700.0
14/12/2016,665.14,VNIndex,657.39,665.14,657.39,193827050.0
13/12/2016,654.66,VNIndex,662.27,663.54,654.34,111295850.0
12/12/2016,659.70,VNIndex,663.70,664.67,658.84,94354570.00
09/12/2016,663.07,VNIndex,659.46,664.46,659.46,79953030.00
08/12/2016,658.89,VNIndex,655.48,660.72,655.48,90796840.00
07/12/2016,653.53,VNIndex,648.63,654.13,647.33,103897120.0
06/12/2016,651.49,VNIndex,660.68,660.77,648.37,117960660.0
05/12/2016,660.21,VNIndex,663.06,663.87,658.11,87046940.00
02/12/2016,665.14,VNIndex,667.02,667.39,662.09,106687860.0
01/12/2016,666.54,VNIndex,670.75,670.81,666.54,107595380.0
30/11/2016,665.07,VNIndex,658.44,665.78,654.99,115315370.0
29/11/2016,658.26,VNIndex,665.11,667.79,658.26,111429590.0
28/11/2016,665.29,VNIndex,672.38,673.18,660.96,94780750.00
25/11/2016,675.87,VNIndex,678.47,678.87,671.48,108511930.0
24/11/2016,678.18,VNIndex,683.61,683.61,676.39,117539200.0
23/11/2016,683.16,VNIndex,681.17,684.12,679.81,109567320.0
22/11/2016,681.91,VNIndex,675.23,681.91,675.23,106254350.0
21/11/2016,674.29,VNIndex,673.20,675.04,671.65,96259380.00
18/11/2016,673.25,VNIndex,673.82,675.15,669.18,96180820.00
17/11/2016,674.57,VNIndex,674.50,676.48,673.13,119114290.0
16/11/2016,674.60,VNIndex,674.85,676.90,673.95,102400010.0
15/11/2016,674.26,VNIndex,673.75,675.73,671.55,105064180.0
14/11/2016,673.05,VNIndex,677.13,679.96,672.45,111753270.0
11/11/2016,679.20,VNIndex,678.38,679.56,676.73,96643530.00
10/11/2016,678.17,VNIndex,675.36,678.57,675.18,104949360.0
09/11/2016,670.26,VNIndex,675.57,675.57,656.68,129849160.0
08/11/2016,676.46,VNIndex,675.82,677.91,674.33,77559310.00
07/11/2016,674.14,VNIndex,667.12,674.36,666.61,86516180.00
04/11/2016,666.73,VNIndex,666.93,668.99,665.08,74501690.00
03/11/2016,667.63,VNIndex,668.66,668.66,661.86,114649680.0
02/11/2016,671.40,VNIndex,675.68,678.14,671.40,128035040.0
01/11/2016,676.60,VNIndex,675.13,676.60,672.33,103689100.0
31/10/2016,675.80,VNIndex,682.11,683.34,675.80,114384030.0
28/10/2016,682.25,VNIndex,676.74,682.25,675.85,103029880.0
27/10/2016,676.90,VNIndex,672.81,676.90,671.61,85549590.00
26/10/2016,673.61,VNIndex,674.51,675.94,670.80,91959690.00
25/10/2016,676.18,VNIndex,676.29,677.47,670.60,108043320.0
24/10/2016,678.02,VNIndex,683.14,684.51,677.89,91994310.00
21/10/2016,684.83,VNIndex,685.77,687.54,683.76,111996680.0
20/10/2016,686.39,VNIndex,690.45,690.86,685.63,106042150.0
19/10/2016,688.89,VNIndex,683.83,689.88,683.25,122517570.0
18/10/2016,682.02,VNIndex,680.44,682.99,678.13,100892180.0
17/10/2016,680.95,VNIndex,687.18,687.94,680.95,106159380.0
14/10/2016,687.00,VNIndex,685.06,690.62,684.78,134748710.0
13/10/2016,685.23,VNIndex,680.73,685.23,678.79,117781230.0
12/10/2016,682.45,VNIndex,683.88,686.18,681.12,107650470.0
11/10/2016,682.36,VNIndex,677.63,682.36,669.20,126219300.0
10/10/2016,674.19,VNIndex,684.05,684.46,674.19,119618590.0
07/10/2016,683.95,VNIndex,689.51,690.19,680.26,128830960.0
06/10/2016,687.32,VNIndex,689.10,690.93,687.32,140831260.0
05/10/2016,687.04,VNIndex,686.41,689.50,685.48,106465990.0
04/10/2016,684.20,VNIndex,682.82,689.17,680.24,111644670.0
03/10/2016,683.05,VNIndex,687.68,688.42,681.99,108519140.0
30/09/2016,685.73,VNIndex,688.05,689.12,684.62,102428420.0
29/09/2016,688.55,VNIndex,689.82,692.17,685.91,109747830.0
28/09/2016,686.72,VNIndex,684.99,687.94,682.98,111646620.0
27/09/2016,684.89,VNIndex,676.61,684.89,676.24,115019350.0
26/09/2016,677.04,VNIndex,673.21,677.04,671.51,91965270.00
23/09/2016,674.09,VNIndex,670.73,674.09,670.30,99084600.00
22/09/2016,671.38,VNIndex,671.41,675.36,671.14,112592880.0
21/09/2016,668.48,VNIndex,663.12,668.83,662.79,134925820.0
20/09/2016,663.37,VNIndex,656.20,663.37,653.28,100490650.0
19/09/2016,657.89,VNIndex,656.68,658.35,653.97,104348350.0
16/09/2016,651.31,VNIndex,654.68,657.53,651.31,184317130.0
15/09/2016,656.18,VNIndex,657.46,660.32,654.84,105142830.0
14/09/2016,656.64,VNIndex,658.16,661.82,656.64,92963280.00
13/09/2016,659.72,VNIndex,658.61,661.74,654.95,81226280.00
12/09/2016,659.76,VNIndex,665.77,666.04,655.55,88572250.00
09/09/2016,666.88,VNIndex,669.24,672.39,666.88,95460760.00
08/09/2016,666.07,VNIndex,661.89,668.20,660.54,112627640.0
07/09/2016,661.28,VNIndex,663.05,663.68,656.22,88002530.00
06/09/2016,663.90,VNIndex,666.38,668.40,663.90,87906500.00
05/09/2016,664.55,VNIndex,669.30,670.08,660.31,103194860.0
01/09/2016,669.19,VNIndex,674.19,674.72,664.77,93925040.00
31/08/2016,674.63,VNIndex,673.10,676.26,671.39,93688890.00
30/08/2016,672.67,VNIndex,667.96,672.67,666.33,87433660.00
29/08/2016,669.44,VNIndex,670.71,679.62,669.44,108619910.0
26/08/2016,667.75,VNIndex,662.90,668.84,662.90,109776940.0
25/08/2016,658.50,VNIndex,659.57,660.48,656.49,106728730.0
24/08/2016,660.77,VNIndex,660.95,665.43,659.70,98316870.00
23/08/2016,659.16,VNIndex,653.58,659.16,652.88,90297080.00
22/08/2016,657.68,VNIndex,662.87,664.95,657.68,109773170.0
19/08/2016,662.28,VNIndex,664.09,666.93,659.64,101626960.0
18/08/2016,660.65,VNIndex,663.56,665.94,656.35,120258331.0
17/08/2016,660.51,VNIndex,659.46,660.76,657.06,113226423.0
16/08/2016,658.11,VNIndex,659.97,662.13,656.83,128959352.0
15/08/2016,659.47,VNIndex,654.06,659.47,653.64,110981897.0
12/08/2016,655.71,VNIndex,665.14,668.52,652.67,118055991.0
11/08/2016,660.24,VNIndex,649.27,660.24,648.31,134799320.0
10/08/2016,648.33,VNIndex,637.21,648.48,637.21,108014754.0
09/08/2016,637.34,VNIndex,629.66,637.34,629.66,87214932.00
08/08/2016,629.46,VNIndex,627.23,629.91,622.14,84168482.00
05/08/2016,627.39,VNIndex,629.69,630.18,622.49,118568804.0
04/08/2016,631.94,VNIndex,633.74,641.02,631.94,103979820.0
03/08/2016,631.61,VNIndex,632.98,634.75,627.66,87970735.00
02/08/2016,636.05,VNIndex,643.20,643.20,633.33,136642379.0
01/08/2016,648.38,VNIndex,655.38,655.38,646.02,90680858.00
29/07/2016,652.23,VNIndex,654.19,657.88,650.98,112662841.0
28/07/2016,657.14,VNIndex,655.81,657.20,649.86,115885268.0
27/07/2016,656.11,VNIndex,647.98,656.11,647.74,111894012.0
26/07/2016,648.59,VNIndex,648.58,651.93,642.91,97366678.00
25/07/2016,649.30,VNIndex,651.33,654.17,646.04,86767814.00
22/07/2016,649.87,VNIndex,657.15,658.06,640.26,140232656.0
21/07/2016,659.57,VNIndex,662.72,665.90,656.03,104780518.0
20/07/2016,660.26,VNIndex,667.86,667.86,660.26,124915082.0
19/07/2016,667.76,VNIndex,675.89,677.35,660.09,131231021.0
18/07/2016,673.50,VNIndex,664.12,673.50,662.25,122884393.0
15/07/2016,664.56,VNIndex,668.29,670.18,661.47,123120813.0
14/07/2016,666.69,VNIndex,675.66,681.75,666.69,152095170.0
13/07/2016,675.12,VNIndex,662.04,676.06,662.04,138427015.0
12/07/2016,658.90,VNIndex,652.81,658.90,649.86,149273940.0
11/07/2016,652.26,VNIndex,658.92,664.89,648.77,146650171.0
08/07/2016,658.68,VNIndex,661.07,665.53,655.91,132023634.0
07/07/2016,661.12,VNIndex,652.49,661.12,652.13,132257842.0
06/07/2016,649.46,VNIndex,646.80,652.36,644.07,118012763.0
05/07/2016,650.88,VNIndex,650.47,658.45,647.52,140537343.0
04/07/2016,647.96,VNIndex,643.11,647.96,641.96,124815263.0
01/07/2016,640.30,VNIndex,634.54,643.55,634.28,107014021.0
30/06/2016,632.26,VNIndex,633.17,637.46,631.74,99141059.00
29/06/2016,630.12,VNIndex,623.56,631.25,623.56,116406307.0
28/06/2016,622.20,VNIndex,617.68,624.85,617.65,76943426.00
