close_price|predict
542.15|536.310785034
544.75|545.983777912
543.79|547.545147215
548.05|542.766563646
547.05|551.634129432
552.49|546.68416012
554.03|557.299432234
560.71|556.192651567
561.28|566.943929291
568.04|562.340789846
562.82|574.013893055
566.11|558.506502254
559.37|568.170805712
561.56|553.937249058
570.18|562.938729019
570.39|578.895529662
573.65|571.269206473
576.2|575.811457731
574.71|578.544118553
571.71|573.321540468
575.91|568.692930316
577.26|579.767683533
577.98|579.124405007
574.04|578.434517328
577.07|570.289256485
579.26|579.569258506
575.82|581.778537374
572.27|572.688669327
570.91|568.724003085
574.71|569.817986152
570.66|578.410864178
572.08|567.394571587
575.72|572.86017956
568.28|579.202136726
569.91|561.9061321
561.22|570.790790399
558.43|554.449551381
555.82|555.88889533
560.32|554.057394609
567.79|564.214729297
571.6|574.411527398
572.34|574.708909733
579.27|572.46736299
579.84|585.048124692
578.02|580.442956057
579.49|576.09510879
579.86|580.758725604
568.28|580.40955532
568.03|558.406100858
575.73|567.830723217
592.48|582.935624554
591.58|607.371743207
598.48|590.022830219
593.96|603.401524699
591.67|590.057563002
598.37|589.610169902
599.07|604.536925676
601.51|599.674535263
606.52|603.185832872
603.85|610.777323687
605.05|601.26793591
614.06|605.911621833
612.12|622.21312356
610.82|609.971224349
615.78|609.260185773
624.75|620.310688288
622.45|632.714524431
619.2|619.694162719
614.81|616.027302079
611.03|611.356925445
611.62|608.214990439
611.89|612.520735099
604.34|612.243370798
608.11|597.906001716
614.5|611.622164395
618.44|620.224267149
619.86|621.403687882
623.37|620.593306079
621.88|626.195342929
620.05|620.372310967
624.65|618.398667266
627.87|628.824054384
631.26|630.542268968
629.84|633.843078444
623.58|628.242137108
625.43|618.138632009
627.02|627.454337838
625.11|628.53867291
619.25|623.292952085
626.46|614.342575376
628.0|633.042904842
626.41|629.227577116
632.27|624.743064442
620.77|637.291558268
621.27|611.004543312
622.2|621.712373934
630.12|623.392195721
632.26|636.759561586
640.3|633.846489477
647.96|646.679020283
650.88|654.216855795
649.46|652.755041354
661.12|647.642898579
658.68|670.965476744
652.26|656.422897916
658.9|646.280676346
675.12|664.517155099
666.69|689.439607406
664.56|659.205354843
673.5|661.755861516
667.76|681.05317158
660.26|663.147264266
659.57|653.896094189
649.87|659.183444557
649.3|642.58794663
648.59|649.070801873
656.11|648.517492459
657.14|662.413070502
652.23|658.112629128
648.38|648.08312104
636.05|645.23065079
631.61|626.804274592
631.94|628.55694808
627.39|632.722641196
629.46|624.307522814
637.34|631.208764927
648.33|643.716600235
660.24|657.16500926
655.71|669.713378596
659.47|651.4991836
658.11|661.577417176
660.51|656.887171896
660.65|662.129904954
662.28|660.718633559
657.68|663.434537992
659.16|654.053922942
660.77|660.185616057
658.5|662.211446075
667.75|656.752573025
669.44|674.912564962
672.67|671.061309347
674.63|674.809511924
669.19|675.936920626
664.55|664.693134532
663.9|660.642246335
661.28|663.507464387
666.07|659.588137498
666.88|669.911044233
659.76|667.825782564
659.72|654.296554461
656.64|659.384770207
656.18|654.648488429
651.31|655.903275566
657.89|647.926188617
663.37|662.720810428
668.48|668.011571829
671.38|672.372938738
674.09|673.381758018
677.04|675.802247062
684.89|679.018253772
686.72|690.793438995
688.55|688.158129556
685.73|689.434204528
683.05|683.217683749
684.2|680.606226645
687.04|685.018435376
687.32|689.466571996
683.95|687.688228617
674.19|681.250264561
682.36|666.768088408
682.45|687.916518857
685.23|683.476374512
687.0|687.262671108
680.95|688.371829538
682.02|676.525983644
688.89|682.281865559
686.39|694.106622803
684.83|685.034594212
678.02|683.332314382
676.18|673.084201396
673.61|674.669286094
676.9|672.079988256
682.25|679.42618346
675.8|686.488640461
676.6|671.521425352
671.4|676.63787549
667.63|668.048072374
666.73|665.077162089
674.14|666.362175462
676.46|679.541934505
670.26|678.425456047
678.17|665.919911361
679.2|682.755152633
673.05|680.085683067
674.26|668.840029619
674.6|674.695453947
674.57|675.110330191
673.25|674.692839651
674.29|672.46354275
681.91|674.940898945
683.16|686.713071504
678.18|683.818573341
675.87|674.400860193
665.29|674.173267097
658.26|659.897122326
665.07|655.701377261
666.54|670.951110568
665.14|668.285873671
660.21|664.082584496
651.49|657.373978612
653.53|647.590015116
658.89|656.213007336
663.07|662.727134533
659.7|664.869113965
654.66|656.8845576
665.14|651.787005084
665.92|670.965775521
675.16|665.720577555
674.33|678.108130372
662.66|671.85431231
666.94|656.048829579
664.15|670.568029137
664.37|664.261078632
662.45|665.027614965
663.86|661.983081141
663.5|664.885571578
664.72|663.434836769
664.87|665.153101149
672.01|664.676876104
674.7|674.645085187
675.81|674.459395514
679.8|674.317227635
682.57|680.008100736
681.07|682.31124526
687.16|679.053982477
686.96|689.057970061
685.06|685.709182038
677.94|683.199259191
684.71|675.441548979
683.28|689.392301106
682.31|682.927671237
686.26|681.306110892
687.15|687.688925762
691.36|686.772851727
697.28|691.728136773
703.18|698.495576754
700.35|702.313269794
700.04|696.157799039
701.91|698.866881406
702.04|703.069348946
700.65|702.142643442
703.78|699.831456847
705.9|704.949973524
706.26|706.143860025
711.57|705.193551168
709.35|712.184874434
707.83|706.953644276
710.59|706.671922815
716.55|712.110055788
717.24|718.363799155
716.87|715.665622134
714.47|714.69738668
717.44|713.181145096
710.79|719.167782159
709.52|709.293513427
707.51|710.790284734
712.62|708.8975846
716.29|715.370630012
716.54|716.229563017
716.6|713.999768155
715.8|715.009334376
712.21|715.315804501
710.17|711.687859516
714.71|711.057291446
713.14|717.647357702
714.92|712.205539818
710.54|714.671318419
715.07|708.780464163
716.18|717.137246408
712.94|716.208349876
719.56|710.92941505
722.14|721.561456001
723.52|722.271946819
719.26|721.709524717
720.47|716.644937222
723.86|721.471723421
722.31|725.542579856
722.38|721.062449238
724.14|721.816088381
723.22|724.674857838
727.95|722.642803307
729.87|729.015111198
731.33|729.081638794
725.58|730.097778101
724.35|723.080336778
718.45|725.357288551
710.83|718.939193141
714.93|711.607563298
716.77|719.505623829
712.66|718.332701488
712.41|710.821083624
709.39|712.603983347
707.58|709.575035703
710.04|708.390436175
716.53|711.856319737
717.73|717.976659341
719.54|715.835526443
722.02|717.624575984
720.0|721.234619269
718.86|718.488737581
722.11|718.590545716
724.31|723.484407268
724.99|724.383525729
725.37|723.857529478
725.35|724.45241864
725.03|724.905787272
727.2|724.887213326
726.99|727.777653105
733.82|726.474314766
744.1|734.904845042
740.93|743.184891491
742.74|735.639486971
741.91|740.95865705
743.41|741.544134748
746.25|743.968881359
738.21|746.578869479
737.82|735.67337322
741.8|739.127231023
738.81|744.444210074
743.49|737.926746538
751.31|744.133781159
753.46|751.909318376
750.13|751.298818135
749.72|746.692280107
751.09|749.413164151
756.89|752.206526425
760.77|758.135424905
760.57|759.563104117
761.24|757.86513165
766.83|759.923129952
767.99|767.351314442
767.41|766.646326094
766.3|765.671417961
769.01|765.550961185
772.52|769.762267532
767.51|772.851568055
769.04|765.398460615
771.75|769.397311883
776.47|772.673522084
778.88|776.683179107
775.54|777.032025716
778.32|773.10383512
782.65|778.570152688
775.73|783.21627862
766.56|773.448299673
769.36|765.975472975
774.17|773.260394073
778.3|776.852485862
777.6|777.817011507
768.91|775.1122614
767.49|766.47841363
771.3|769.382472644
768.41|774.294659162
761.86|768.074030204
759.74|761.218924181
767.27|761.399509754
773.88|770.118732946
771.5|773.711646371
777.09|768.206139269
783.55|776.34643295
786.81|783.021775036
786.23|784.616221402
788.49|783.741428337
788.68|787.676067529
792.98|788.055165272
791.57|793.041896558
773.66|790.285980954
773.43|767.748463273
772.08|774.209283741
776.17|773.932143521
771.06|777.880401947
773.57|770.013289695
767.59|774.186377532
